Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,nan,kind
1046,02:17:12,74,8232,810.81,483.3159419090296,2.468378656598521,36.49096196795775,17.396049457698542,up trend,0,,HF
1082,02:21:42,78,8502,769.23,419.17683869695975,4.6035962804037975,46.01127550361312,16.43872760605645,up trend,0,,HF
1262,02:44:04,81,9844,740.74,760.3313617593827,5.111081411994367,45.43293508647035,20.6634442572246,up trend,0,,HF
1430,03:04:20,83,11060,722.89,201.1036462535488,2.8329023793636288,35.02079815929794,16.77363620174742,up trend,0,,HF
1502,03:12:50,73,11570,821.92,893.0440033258639,5.578967941283434,57.33763981140884,22.424046859365514,up trend,0,,HF
1514,03:14:20,75,11660,800.0,1748.6050527271043,14.912590128150615,58.3226606990834,20.822014252973236,up trend,0,,HF
1646,03:32:11,57,12731,1052.63,172.03210461237873,1.1083982722723624,26.912456565080564,20.55115355022434,up trend,0,,HF
1694,03:40:00,84,13200,714.29,99.59839085091922,1.3256737077685654,86.44504690759989,31.690837245268906,up trend,0,,HF
1790,03:53:34,79,14014,759.49,12092.075960580903,29.92165144688383,128.26801066660133,42.6177002846355,up trend,0,,HF
1826,03:58:20,60,14300,1000.0,8724.606703354651,23.712871503746324,148.41798434798383,30.96392479605114,up trend,0,,HF
1886,04:08:37,64,14917,937.5,57.30887164684982,1.0909872231352395,14.589077442122408,13.821898035585502,up trend,0,,HF
1898,04:09:52,89,14992,674.16,237.37290293758883,3.650261488293913,110.76025467961816,23.11639284939039,up trend,0,,HF
1958,04:18:09,58,15489,1034.48,228.28764319866104,3.03588260003788,34.81832893398396,25.255866362377795,up trend,0,,HF
2018,04:25:30,62,15930,967.74,414.2021263501075,1.788697691167051,33.20179283578231,23.248067595797632,up trend,0,,HF
2066,04:31:31,95,16291,631.58,536.1422849372337,4.463361224310355,126.14831426878897,32.04459997807902,up trend,0,,HF
2138,04:41:28,61,16888,983.61,148.64085113053466,2.6630410973849004,19.714288554865227,15.240577818603144,up trend,0,,HF
2222,04:56:15,59,17775,1016.95,90.19904522573006,1.4652027522405249,13.0256639675649,13.25863900116696,up trend,0,,HF
2306,05:10:22,57,18622,1052.63,36.74489750600811,0.5222336233086314,16.0119217383518,14.714263938957558,up trend,0,,HF
2354,05:17:48,57,19068,1052.63,2491.193397345924,5.253151203472323,97.63711025516676,46.32798076800689,up trend,0,,HF
2390,05:21:44,51,19304,1176.47,5687.218846583752,12.017357249657753,139.6522269506853,49.68971761576728,up trend,0,,HF
2438,05:28:24,51,19704,1176.47,3121.025116022855,10.466940569132484,59.4064182820513,32.1340711801702,up trend,0,,HF
2570,05:45:26,63,20726,952.38,4055.127124683967,7.91333304876748,101.58436878973146,35.857843134880746,up trend,0,,HF
2618,05:51:37,55,21097,1090.91,2031.52626552162,3.630226932985389,80.9231125444242,37.101138824041705,up trend,0,,HF
2642,05:54:49,53,21289,1132.08,272.1301071350613,3.732630106273008,34.19798473892984,27.5012299168378,up trend,0,,HF
2822,06:22:04,52,22924,1153.85,873.8678001679349,10.565433440572413,192.6123944960713,26.460749175689948,up trend,0,,HF
3206,07:09:57,54,25797,1111.11,1624.8842834899983,8.183091698488017,78.38289535820103,26.2830454002234,up trend,0,,HF
3242,07:13:42,53,26022,1132.08,1567.3708542933828,8.08482329733542,75.73228075347028,28.32827623936685,up trend,0,,HF
3386,07:33:21,54,27201,1111.11,567.4341088502431,1.5831355867298138,43.388600513621206,34.713954877906154,up trend,0,,HF
3494,07:47:17,68,28037,882.35,1597.548416459572,6.837767898421149,70.9907640201404,27.188169133215386,up trend,0,,HF
3530,07:51:53,52,28313,1153.85,2883.337573657126,52.384866445290974,138.47404577031753,32.878088354975105,up trend,0,,HF
4022,09:01:10,83,32470,722.89,2357.0175347058016,3.746770071979554,93.03618402601457,48.144845592678514,up trend,0,,HF
4178,09:21:13,70,33673,857.14,170.26358075094151,2.493626612205256,19.377466926556632,14.739206773993333,up trend,0,,HF
4382,09:45:22,85,35122,705.88,7490.522734915258,25.904660081999403,140.15993676452888,33.800515996544384,up trend,0,,HF
4454,09:52:42,74,35562,810.81,2903.6831524884315,15.479946011362989,87.35439504357278,23.91949247806405,up trend,0,,HF
4502,09:59:42,79,35982,759.49,184.76256222734935,3.5303530747843577,26.225543398195047,13.008382070097438,up trend,0,,HF
4994,11:03:17,85,39797,705.88,158.84583823662445,2.3851437504485937,22.42852047400947,12.50066830866516,up trend,0,,HF
5390,11:51:30,76,42690,789.47,4079.185243015362,14.599026915413,58.18128375822505,28.306694419864566,up trend,0,,HF
5450,11:58:50,81,43130,740.74,115.79228752607608,1.7400798664337376,43.23699604623384,14.10565453270137,up trend,0,,HF
5498,12:04:46,76,43486,789.47,434.103637637889,16.242162235003644,19.88190259959022,13.005652303392358,up trend,0,,HF
5690,12:27:37,79,44857,759.49,681.9896498700002,7.011235912448555,54.33685274925184,17.729119480420355,up trend,0,,HF
