Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,nan,kind
470,01:05:43,69,3943,869.57,108.37847024171704,0.9975418790595596,60.75533004215031,18.975687452256235,up trend,0.21,,rMSSD
686,01:33:22,68,5602,882.35,3275.234000589136,8.981141489357647,72.01898025024872,31.34029423692674,up trend,0.16,,rMSSD
770,01:43:48,61,6228,983.61,1273.5409632292374,5.296563667247922,74.12282466202666,47.06259719885888,up trend,0.12,,rMSSD
782,01:45:23,62,6323,967.74,4685.048367126527,2.910071030649154,90.45866939782216,52.8845279445545,up trend,0.12,,rMSSD
890,01:59:04,87,7144,689.66,2627.025260301128,10.66288400152771,132.33563437744814,37.2556965374397,up trend,0.15,,rMSSD
1214,02:43:09,52,9789,1153.85,258.50882295719936,2.309611590002132,24.035235207282444,18.572245036997728,up trend,0.3,,rMSSD
1370,03:10:36,52,11436,1153.85,298.70389222062005,5.9294084756000816,34.13746597245333,23.89635887215746,up trend,0.15,,rMSSD
1418,03:18:43,51,11923,1176.47,428.71854395346446,3.4107125738150645,32.7512424073422,28.33408349947289,up trend,0.11,,rMSSD
1490,03:31:00,54,12660,1111.11,14062.479992959925,12.124188132872368,181.41010361856357,45.3202827728628,up trend,0.14,,rMSSD
1538,03:37:25,54,13045,1111.11,3447.451901753203,4.021274586943766,80.1762411560829,40.65571255389955,up trend,0.13,,rMSSD
1622,03:47:07,57,13627,1052.63,6689.257373216078,13.995468962736298,106.22173919644868,48.4823065979871,up trend,0.27,,rMSSD
1814,04:16:49,55,15409,1090.91,562.0011512198344,1.5203855022630313,48.60353260403852,40.30732102945355,up trend,0.23,,rMSSD
1874,04:25:45,52,15945,1153.85,1669.7473089084876,3.378124171639238,51.58662437619474,33.94392780297938,up trend,0.12,,rMSSD
1946,04:37:21,54,16641,1111.11,242.08573103467364,2.0166516082797266,22.539649005832445,19.046048601926323,up trend,0.36,,rMSSD
1994,04:44:50,53,17090,1132.08,471.1822000202375,4.40554115355342,22.11880221136097,18.290709529759663,up trend,0.11,,rMSSD
2078,04:54:27,59,17667,1016.95,1927.7568518846683,27.93586770978631,117.77935501519744,31.600299759621887,up trend,0.23,,rMSSD
2126,05:00:53,60,18053,1000.0,1962.8759254186132,21.36368291693876,80.23168808176092,40.08009132235308,up trend,0.15,,rMSSD
2378,05:32:49,48,19969,1250.0,4331.0938339671,11.927993139326478,110.1563521547478,45.24943143176452,up trend,0.28,,rMSSD
2474,05:44:21,51,20661,1176.47,2092.9240218964947,1.8609058562461485,104.57314253942754,55.01333094471422,up trend,0.11,,rMSSD
