Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,nan,kind
962,05:23:43,68,19423,882.35,95.36963539952818,1.8789201265898292,12.639049473431,12.429118625064213,up trend,0,,HF
1118,05:48:27,68,20907,882.35,2268.1288806595367,6.297381073641351,41.87353440919893,21.90847278090914,up trend,0,,HF
1814,07:29:43,71,26983,845.07,99.06589354994914,1.0716357384809652,16.480543022805147,12.150340719166566,up trend,0,,HF
2066,08:04:12,64,29052,937.5,1381.5738877328135,4.073854742103299,56.3081442621305,22.601916389762096,up trend,0,,HF
2258,08:32:57,71,30777,845.07,172.2313828462138,4.569802929765351,13.614550205795352,11.594187935235087,up trend,0,,HF
2582,09:19:09,68,33549,882.35,823.5678440321594,7.772274072438211,55.03100073446543,18.777799364664432,up trend,0,,HF
3290,10:51:02,85,39062,705.88,412.6152467132286,0.8699578793280253,25.227475785948386,20.604753661943835,up trend,0,,HF
3806,11:57:19,81,43039,740.74,400.1406507406136,6.963639200551526,28.9047788754167,16.932406979589434,up trend,0,,HF
4346,13:04:33,91,47073,659.34,96.91059950945882,2.662920332059914,23.3183183872286,10.959683445450873,up trend,0,,HF
5426,15:23:26,96,55406,625.0,176.26271048211146,3.9468235968739416,20.16198222863405,10.489601459326762,up trend,0,,HF
