Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,nan,kind
386,00:59:49,77,3589,779.22,137.90936135358083,5.076003059341954,37.761840806046855,8.810421936200196,up trend,0.11,,rMSSD
902,02:07:32,86,7652,697.67,77.53546624645018,3.212787108962897,13.733062516483075,7.373842212821746,up trend,0.11,,rMSSD
1238,02:55:29,71,10529,845.07,221.3136007670765,2.108135415193061,21.395597182979643,17.697029728869463,up trend,0.38,,rMSSD
1526,03:32:04,61,12724,983.61,410.1812782548647,1.541853086982066,124.20411024517632,28.214061735096497,up trend,0.24,,rMSSD
2318,05:19:34,60,19174,1000.0,102.51643175162296,0.8471895197703959,20.767365970361748,16.956736967100383,up trend,0.25,,rMSSD
2738,06:21:54,60,22914,1000.0,1690.522465807037,4.701833445796125,53.773489423085564,31.87769071476356,up trend,0.24,,rMSSD
2942,06:46:44,67,24404,895.52,696.0834357825588,2.016150637389309,50.49385379005477,23.57364461444525,up trend,0.13,,rMSSD
3002,06:55:09,63,24909,952.38,371.59444632690855,2.442085109684214,26.01608102065853,17.614091413596398,up trend,0.11,,rMSSD
3206,07:25:54,59,26754,1016.95,112.96666655330314,1.2164783550485694,19.398211548112016,15.987207385907023,up trend,0.21,,rMSSD
3266,07:33:09,59,27189,1016.95,819.9855856379348,5.467817303419295,56.90579126548562,27.149791482643472,up trend,0.23,,rMSSD
3326,07:40:59,70,27659,857.14,477.3402534046673,2.646729787970973,45.235880965157286,21.65311001841049,up trend,0.28,,rMSSD
3830,08:47:39,54,31659,1111.11,230.639443894073,3.497194186587464,20.17896196840781,17.398065573916128,up trend,0.22,,rMSSD
3938,08:59:14,64,32354,937.5,454.37648023502,2.450706422515992,35.72751361660214,26.34794938386468,up trend,0.21,,rMSSD
4046,09:12:30,59,33150,1016.95,867.8678725970539,1.6019554519489363,71.42466257904626,35.8538083822375,up trend,0.22,,rMSSD
4178,09:27:35,56,34055,1071.43,2401.6049143214223,11.8623358995909,55.70917583307081,28.708181831694468,up trend,0.11,,rMSSD
4286,09:40:55,61,34855,983.61,886.8443619173592,2.9384185829774903,43.066328068054574,26.00139340850163,up trend,0.13,,rMSSD
4334,09:46:35,55,35195,1090.91,2624.762170328142,18.981984893294506,72.04209380094727,27.00742936334973,up trend,0.21,,rMSSD
4382,09:52:40,56,35560,1071.43,1470.396689988028,4.596613331086689,42.31067111020474,31.40185357846353,up trend,0.26,,rMSSD
4502,10:07:25,52,36445,1153.85,1000.6413274810986,7.705885563420954,36.88262369978018,25.16728010244849,up trend,0.16,,rMSSD
4634,10:24:45,56,37485,1071.43,421.52375510040696,3.928615748182271,29.856387091596712,19.70287454424154,up trend,0.19,,rMSSD
4922,11:03:40,77,39820,779.22,3459.231817975736,2.7348991819737702,115.83717863590483,60.59073368233188,up trend,0.23,,rMSSD
6458,14:12:25,54,51145,1111.11,595.7187042057933,4.557471785792982,47.05746759190576,22.542395251469376,up trend,0.23,,rMSSD
6806,14:54:50,53,53690,1132.08,4670.130173357565,8.370999393213461,95.89854181628516,42.35354304144182,up trend,0.12,,rMSSD
