Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,nan,kind
62,00:10:13,68,613,882.35,680.6651768542496,10.78614543270754,54.92723022847073,22.816614247391872,up trend,0,,HF
194,00:29:22,71,1762,845.07,104.91629453854428,2.175582965410306,26.68226827245512,11.47508463354143,up trend,0,,HF
626,01:30:05,53,5405,1132.08,446.9480630153126,5.449165390967287,30.107927431905665,22.336530114389326,up trend,0,,HF
674,01:38:06,53,5886,1132.08,208.2552474622109,1.9494444925814596,19.815020920544903,20.353638144427283,up trend,0,,HF
758,01:48:48,59,6528,1016.95,2706.4529506419944,15.172894340746712,91.10505060598106,45.88901413592743,up trend,0,,HF
818,01:55:54,55,6954,1090.91,311.2449098764497,1.0772605191838285,32.08956431614492,25.97774545998312,up trend,0,,HF
902,02:07:06,54,7626,1111.11,173.28842643738167,1.1581741606959697,37.80032824660412,21.647392075570394,up trend,0,,HF
1166,02:39:37,55,9577,1090.91,943.3354062074674,7.771189495354657,38.22347455933004,30.09739476148341,up trend,0,,HF
1226,02:45:33,62,9933,967.74,764.7365049326363,1.0211961664179947,79.64413772192769,52.33864715212159,up trend,0,,HF
1334,02:57:34,54,10654,1111.11,1638.5360060283042,24.09552739224665,64.89865965881118,22.43006100604039,up trend,0,,HF
1502,03:17:13,63,11833,952.38,1186.808124709777,7.620596082007163,69.98027039772546,31.12203366735272,up trend,0,,HF
1550,03:23:13,54,12193,1111.11,2036.961927960495,4.962497514028039,77.15458641544761,33.713666913207376,up trend,0,,HF
1574,03:26:34,53,12394,1132.08,1248.309348132521,11.502065502783184,59.94520037671138,30.6261349310736,up trend,0,,HF
1778,03:59:39,53,14379,1132.08,76.85654357643186,0.7438200827364352,19.86750407585414,17.71480223901318,up trend,0,,HF
1850,04:10:50,52,15050,1153.85,331.82217735564086,2.212032855771741,26.289517846705422,22.173077074208145,up trend,0,,HF
1898,04:18:32,75,15512,800.0,294.53639343673115,3.860548443212144,41.05523432088602,27.37780879262828,up trend,0,,HF
1958,04:26:13,54,15973,1111.11,443.1434608809549,4.029866459902381,59.53515287557735,24.05252224883308,up trend,0,,HF
1970,04:27:58,57,16078,1052.63,413.9090006895543,6.354921830358134,26.51688503576536,23.08697605285939,up trend,0,,HF
2006,04:33:04,57,16384,1052.63,599.7741911344955,6.823249819900419,35.32097538406364,20.893438917418955,up trend,0,,HF
2162,04:53:37,54,17617,1111.11,69.877256104761,0.3357292640559009,26.387773653875424,21.763941157195703,up trend,0,,HF
2234,05:03:18,52,18198,1153.85,1088.3279676635411,3.9236969213808273,132.45743492880405,50.65942644518493,up trend,0,,HF
2366,05:23:06,51,19386,1176.47,152.1431566891219,1.3205544944947172,26.11060102169779,20.41847777611932,up trend,0,,HF
2558,05:48:35,60,20915,1000.0,1278.917741728982,12.546671106432376,93.90669277424225,23.610055407104213,up trend,0,,HF
2738,06:10:28,55,22228,1090.91,429.77494645860565,5.333085190142356,75.2125236871344,34.48550479283033,up trend,0,,HF
2894,06:31:57,53,23517,1132.08,1110.7680639253572,12.329530317927045,38.573901243494326,21.67181448003701,up trend,0,,HF
3206,07:11:33,64,25893,937.5,478.74863888778526,3.3256183997419155,47.42567329183293,30.090700543252133,up trend,0,,HF
3506,07:47:03,57,28023,1052.63,637.4535488780625,2.576036100104925,51.06517050209629,28.754424113907227,up trend,0,,HF
3854,08:33:13,60,30793,1000.0,526.1380559896273,1.5389875499852452,48.544315163506816,27.628863050610452,up trend,0,,HF
3950,08:43:14,73,31394,821.92,521.6669818490662,3.2475753076446003,63.07025658707268,29.251101810749923,up trend,0,,HF
4202,09:11:11,79,33071,759.49,549.8651406326923,2.2680851788859533,31.496627784509236,21.153786605596228,up trend,0,,HF
4214,09:12:29,93,33149,645.16,406.4217480458063,2.072168856805767,34.61850784992188,21.629673164994664,up trend,0,,HF
4406,09:33:00,89,34380,674.16,196.57781642556745,2.077236256591013,40.53487536904084,14.4698300485062,up trend,0,,HF
4502,09:42:51,96,34971,625.0,2017.3481094811636,17.404956625850737,55.77890327581802,19.50439521372199,up trend,0,,HF
4514,09:44:21,119,35061,504.2,1698.6983292848345,7.19829026823369,80.29133298183561,17.588653752243992,up trend,0,,HF
4634,10:00:42,95,36042,631.58,715.1677903885003,2.592278068885127,49.31615810093823,19.339931937494995,up trend,0,,HF
4850,10:23:54,94,37434,638.3,1547.5211425659595,10.005951689138971,78.71344954728292,18.09238102131414,up trend,0,,HF
5378,11:32:58,78,41578,769.23,231.832422235124,6.5074802600398565,31.04087555900104,11.526549831602162,up trend,0,,HF
5582,11:58:54,68,43134,882.35,916.5181492797552,6.414245913549089,40.462423636389005,18.82244036315403,up trend,0,,HF
5606,12:02:44,66,43364,909.09,265.8562353590992,4.620758821863924,41.67778021479375,17.75295698278608,up trend,0,,HF
5774,12:26:36,65,44796,923.08,1158.4093257922436,7.715046985064585,50.58921133230374,22.850181797160065,up trend,0,,HF
6170,13:26:44,84,48404,714.29,1793.3749396052092,54.04835906121156,88.36257275751161,12.331019869435304,up trend,0,,HF
6230,13:36:30,70,48990,857.14,1518.988060421624,33.481098039005225,70.2992946520193,19.46460141290506,up trend,0,,HF
6278,13:43:55,71,49435,845.07,204.6669770093933,1.564295864827697,24.6679442663253,15.921217072234922,up trend,0,,HF
