Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,nan,kind
50,12:05:51,75,43551,800.0,925.2210720762426,4.128303857364967,83.30289191736335,27.22713708559077,up trend,0,,HF
182,12:21:08,80,44468,750.0,666.4096984417961,12.924110421114062,49.53263662454879,13.80213152719091,up trend,0,,HF
398,12:47:04,84,46024,714.29,227.6123454142744,1.179447090060499,36.27364173802757,17.744152184161788,up trend,0,,HF
1070,14:03:34,102,50614,588.24,313.37222489110394,4.8154105879005655,26.59419657499333,10.26247642866864,up trend,0,,HF
1118,14:08:44,96,50924,625.0,311.8361453813856,5.952792972108079,24.68060437853571,11.279567675171574,up trend,0,,HF
1322,14:31:20,90,52280,666.67,284.5626714129048,4.162752313662712,30.570380705673195,15.937247220884538,up trend,0,,HF
1646,15:09:43,71,54583,845.07,994.4467488468456,4.046657795758256,38.90061709861504,24.3933002678847,up trend,0,,HF
1670,15:12:53,84,54773,714.29,677.1653888559191,2.612082153559832,42.959283207640766,25.41385256195559,up trend,0,,HF
1706,15:17:48,83,55068,722.89,476.95897497979286,9.313718360917589,45.18482121379313,12.723936144935973,up trend,0,,HF
2066,16:04:18,70,57858,857.14,86.59952008719817,1.1303936587282,20.30995236984337,17.478705703261458,up trend,0,,HF
2234,16:24:47,74,59087,810.81,318.5184579177801,6.878158046512808,44.22893873463208,12.56212407296194,up trend,0,,HF
2522,17:03:29,83,61409,722.89,391.2407356121032,6.670733546086468,53.52902993017253,23.516737634705876,up trend,0,,HF
2618,17:16:25,74,62185,810.81,1573.6364273527058,16.38425423188293,35.75144112066088,18.41363846806636,up trend,0,,HF
2798,17:38:01,109,63481,550.46,814.0286549411982,4.650554346221939,38.8743802633192,13.863574575123106,up trend,0,,HF
2954,17:56:48,86,64608,697.67,786.3299000639522,3.304162510890354,43.12137340397333,16.401128134419068,up trend,0,,HF
3146,18:17:49,87,65869,689.66,3014.085598017022,16.778029062421776,75.71067519693315,14.159879654740523,up trend,0,,HF
