Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,nan,kind
494,12:08:24,85,43704,705.88,854.9499458337469,4.24048124016281,42.22599948721022,28.19918424062537,up trend,0.91,,SDNN
1298,13:47:07,71,49627,845.07,327.5834468652479,1.9496856813769885,24.907994828314614,19.9747479869674,up trend,0.58,,SDNN
1466,14:08:45,72,50925,833.33,39.843810520956566,0.37198462143838,14.625737031489589,12.6009957494458,up trend,0.78,,SDNN
2078,15:24:39,65,55479,923.08,216.70888880136604,1.6511179122083632,19.77075974199045,15.886114075133769,up trend,0.51,,SDNN
2114,15:29:59,65,55799,923.08,178.931595018023,1.709383571588737,16.783199895570984,15.846337051797926,up trend,0.51,,SDNN
2366,15:58:36,62,57516,967.74,4342.947386440438,4.1124492066642695,64.08352483235278,37.2562898127584,up trend,0.89,,SDNN
2438,16:07:46,62,58066,967.74,8827.959928216,7.217447848465494,103.22278923428745,36.35230197915495,up trend,0.52,,SDNN
2546,16:22:04,66,58924,909.09,123.69173051980393,0.8657236465254409,19.44533695637436,16.477285787980232,up trend,0.66,,SDNN
2714,16:43:01,67,60181,895.52,832.7221541875025,1.867029777481924,70.1916762900571,32.78080402072071,up trend,0.99,,SDNN
2918,17:04:54,64,61494,937.5,377.9373352683053,3.936291163194344,42.86121566361907,21.60491426523519,up trend,0.51,,SDNN
