Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,nan,kind
50,00:06:16,73,376,821.92,623.1040881074895,7.106494933311489,35.9986486305318,15.60826416370768,,0.0,,
52,00:06:36,76,396,789.47,612.3404115400489,7.5863099938995955,37.307895224491446,15.93442941608912,,0.0,,
54,00:06:51,75,411,800.0,610.6952661252177,8.034683561785194,37.58517086049023,16.005185384233233,,0.0,,
56,00:07:06,73,426,821.92,605.3470195271298,8.271381772872443,37.37435341110209,15.900872906343007,,0.0,,
58,00:07:21,73,441,821.92,585.1397130757349,8.142869662173528,38.34556639619366,14.56201257395698,,0.0,,
60,00:07:31,74,451,810.81,545.5987750435323,7.919251060130698,33.71846882341956,14.778850856986844,,0.0,,
62,00:07:41,76,461,789.47,488.0533219107952,7.444387767905615,28.759518562005976,14.062503986393978,,0.0,,
64,00:07:56,79,476,759.49,421.18221717498034,6.679287907336125,27.21886276021066,13.910285505953585,,0.0,,
66,00:08:16,82,496,731.71,346.23588373798947,5.622809687791508,27.38373955172547,14.055897012155649,,0.0,,
68,00:08:31,84,511,714.29,273.19089280250574,4.467507572576567,29.3821842424477,14.593468625745276,,0.0,,
70,00:08:41,87,521,689.66,211.81729543377196,3.394607632284731,34.21203362764006,15.012389033388237,,0.0,,
72,00:08:51,83,531,722.89,168.75116730922642,2.6531709901360783,37.98082663445773,15.15692910849686,,0.0,,
74,00:09:06,78,546,769.23,149.1147083880935,2.3320147726507394,38.79106726333487,15.684027817223102,,0.0,,
76,00:09:16,77,556,779.22,171.2896118582474,2.616354289939068,38.47747538495735,15.07521259199608,,0.0,,
78,00:09:31,78,571,769.23,231.69924727649297,3.434803695066759,38.2788194132665,15.085363970499635,,0.0,,
80,00:09:51,78,591,769.23,328.2502214278411,4.812310466743066,37.83142743642579,15.366023810833484,,0.0,,
82,00:10:11,76,611,789.47,456.1074378722874,6.629637908394182,37.13046706753176,15.644392618704089,,0.0,,
84,00:10:26,78,626,769.23,620.83044889954,9.038849287545204,35.89696689819065,15.856963126394549,,0.0,,
86,00:10:36,81,636,740.74,786.0379209571583,11.388734662131313,35.74744101530704,15.125194011236704,,0.0,,
88,00:10:46,78,646,769.23,929.153741317914,13.256965704603871,36.409154004823264,14.895445612669654,,0.0,,
90,00:11:01,78,661,769.23,1054.7873798815283,14.6257050557223,36.12143759710612,14.905168327031484,,0.0,,
92,00:11:21,74,681,810.81,1126.3893849824926,14.99662428418997,35.31283163673059,14.840359545124612,,0.0,,
94,00:11:46,71,706,845.07,1131.5132577534628,14.108460960319842,35.908629356254984,14.90782468151184,,0.0,,
96,00:12:01,73,721,821.92,1074.7751984618542,12.473882817275898,37.17665399529272,15.27986309907685,,0.0,,
98,00:12:21,78,741,769.23,965.7729783496858,10.247172466184846,37.24784269112585,15.606157209804811,,0.0,,
100,00:12:46,79,766,759.49,829.4048805481508,8.300313614256392,37.02388961583742,15.908130061098197,,0.0,,
102,00:13:11,80,791,750.0,703.7589435018465,6.884935267753614,36.26631994688454,15.594610136393996,,0.0,,
104,00:13:21,82,801,731.71,586.5072532602134,5.640021224147339,36.48783023286039,15.637036229439907,,0.0,,
106,00:13:31,81,811,740.74,510.1541298387089,4.896711903935588,36.93633152839504,15.374496972026664,,0.0,,
108,00:13:46,76,826,789.47,483.12206825665953,4.903311842476724,35.1944320642702,15.788931475652715,,0.0,,
110,00:13:56,73,836,821.92,510.2718865661992,5.527873768525859,34.7071247758163,15.96101001867759,,0.0,,
112,00:14:06,75,846,800.0,579.2894109836782,6.742436634019109,35.57776380819678,15.894186653860428,,0.0,,
114,00:14:16,76,856,789.47,670.2693705444544,8.339992665726482,35.73994346009255,16.160289386679445,,0.0,,
116,00:14:26,74,866,810.81,762.9881051683027,9.892447826532193,36.09527066369933,15.805454819169746,,0.0,,
118,00:14:41,80,881,750.0,847.1312717709526,10.722524822537522,35.47700038455498,16.86368383992836,,0.0,,
120,00:14:56,79,896,759.49,906.3814352336474,11.03484342712319,32.14358610030553,16.462012114475638,,0.0,,
122,00:15:11,83,911,722.89,944.9295289674848,10.884886869542443,28.808875971385856,16.597389885774447,,0.0,,
124,00:15:26,83,926,722.89,964.2537669787532,10.29556818536401,29.889687673585502,16.000766308179724,,0.0,,
126,00:15:47,84,947,714.29,961.9982424003368,9.412384520769049,31.92743022888638,16.031424179544675,,0.0,,
128,00:16:07,85,967,705.88,944.9693937815632,8.532407956255236,34.159279135561746,15.746285276216732,,0.0,,
130,00:16:17,81,977,740.74,913.3565236314432,7.4783209703375215,36.16006724980201,15.668975195381131,,0.0,,
132,00:16:37,79,997,759.49,878.4992435499272,6.608949543539116,36.23858698252177,16.08131746557387,,0.0,,
134,00:16:47,75,1007,800.0,850.6743437711219,6.0444125322654205,36.25131477474933,16.38875460646782,,0.0,,
136,00:17:07,70,1027,857.14,835.012785407794,5.693360335858295,37.64038247273635,16.859080941856867,,0.0,,
138,00:17:17,70,1037,857.14,845.5411297146585,5.699686960940103,41.67325879912411,17.019246248208017,,0.0,,
140,00:17:27,74,1047,810.81,885.9191735617542,6.189641673693023,43.8043489244376,17.721447572973055,,0.0,,
142,00:17:42,77,1062,779.22,946.7234249143507,6.960694558958369,44.14906340282813,17.357977934056247,,0.0,,
144,00:17:52,75,1072,800.0,1032.9663659429427,8.248042622584627,43.43796215951468,17.285824556909187,,0.0,,
146,00:18:12,74,1092,810.81,1162.9421781190867,10.538854930562184,41.91568843742965,17.262031060293292,,0.0,,
148,00:18:32,73,1112,821.92,1308.1682222177749,13.54370477345057,41.68858837443481,16.469195053623157,,0.0,,
150,00:18:42,74,1122,810.81,1463.117682213295,17.478583401706718,43.338142235783245,17.03060043041372,,0.0,,
152,00:18:52,76,1132,789.47,1580.9278931414838,20.86590606025613,43.68325328441328,17.667977316291175,,0.0,,
154,00:19:02,79,1142,759.49,1653.8065294598107,23.183911766003902,43.13841175962389,17.89361036338767,,0.0,,
156,00:19:12,83,1152,722.89,1670.2118364069645,24.137041904069093,42.47797461686492,18.26571328015013,,0.0,,
158,00:19:32,82,1172,731.71,1641.3144769655246,23.56498798997201,43.43271860649549,17.79890790045781,,0.0,,
160,00:19:47,84,1187,714.29,1537.7774108210474,21.49999972595841,44.40553541519575,17.5093093023368,,0.0,,
162,00:20:02,85,1202,705.88,1401.0909352994202,19.279674928954915,45.33352532517368,17.312506627126115,,0.0,,
164,00:20:12,85,1212,705.88,1244.9002381063551,16.72182362996072,47.25719183967059,17.03355308243835,,0.0,,
166,00:20:22,82,1222,731.71,1074.189298670586,14.210328626839706,48.178558176001566,17.110661314287213,,0.0,,
168,00:20:32,84,1232,714.29,921.5952548964066,12.369008589452136,48.3311440369289,15.90973088190665,,0.0,,
170,00:20:42,77,1242,779.22,807.7198254502624,11.132371631432752,48.99428258230854,16.092978314171944,,0.0,,
172,00:20:52,71,1252,845.07,749.8795916424115,10.670840947272712,49.54413110118522,18.025595690572896,,0.0,,
174,00:21:07,73,1267,821.92,751.6927461402036,10.885223450432768,50.72709412058183,18.320844045256557,,0.0,,
176,00:21:22,76,1282,789.47,801.5159214204565,12.051022550579532,50.29056837001936,18.61737585358016,,0.0,,
178,00:21:42,76,1302,789.47,883.9616613906003,13.173864076199749,48.73836847570372,18.699973371147696,,0.0,,
180,00:21:57,77,1317,779.22,984.9090930255136,13.668550407086771,46.817202664257096,18.33659856513131,,0.0,,
182,00:22:23,77,1343,779.22,1112.3389684587285,13.3538566603705,46.41188160506368,18.254779413309045,,0.0,,
184,00:22:38,76,1358,789.47,1226.2518216251874,12.687881140690532,46.32535502204346,17.796199147054768,,0.0,,
186,00:22:53,76,1373,789.47,1335.5028938083076,11.378828734767657,45.716526920507306,17.119784473180832,,0.0,,
188,00:23:03,82,1383,731.71,1412.0470199262363,10.237425103054951,42.369420077625385,17.245403232544646,,0.0,,
190,00:23:13,77,1393,779.22,1452.11435366932,9.229851009562193,40.719917940757696,17.46786361246485,,0.0,,
192,00:23:38,77,1418,779.22,1444.121870917152,8.355853473616103,40.23115380358047,17.70586960212198,,0.0,,
194,00:23:48,77,1428,779.22,1390.6672919671971,7.5837516398374145,40.148489803605365,17.699482466779557,,0.0,,
196,00:23:58,74,1438,810.81,1303.3374362573627,6.914985448258615,39.757567065135866,17.93700126235471,,0.0,,
198,00:24:18,73,1458,821.92,1163.3719311615357,6.17376888064741,39.95033647785557,17.66154493207645,,0.0,,
200,00:24:33,75,1473,800.0,984.6508677094786,5.379125054219663,38.5883046282372,17.35072944417317,,0.0,,
202,00:24:43,76,1483,789.47,797.6849317391758,4.48799503071933,37.94358757095989,17.40199173446909,,0.0,,
204,00:24:53,75,1493,800.0,625.4929709876623,3.601901050029865,38.382305385344914,17.440721291955597,,0.0,,
206,00:25:03,73,1503,821.92,476.5777505422899,2.763892697324061,38.77789242675812,17.18345573568972,,0.0,,
208,00:25:18,70,1518,857.14,361.9002892057692,2.08657802791295,39.57893763153347,17.525403485995366,,0.0,,
210,00:25:33,71,1533,845.07,283.85034550939304,1.6334452962641752,40.612253331390775,17.848967957359797,,0.0,,
212,00:25:53,71,1553,845.07,233.9758301671576,1.3661007544877746,40.22825848904255,17.970203001590356,,0.0,,
214,00:26:18,72,1578,833.33,201.50770753683813,1.2092772998665329,37.578869399530085,18.05444481425613,,0.0,,
216,00:26:43,74,1603,810.81,182.108485293936,1.143233498429323,34.42579322578479,18.47002110426072,,0.0,,
218,00:27:03,76,1623,789.47,174.67611597342136,1.1701773258923065,31.477907396801847,18.450731969330683,,0.0,,
220,00:27:13,79,1633,759.49,179.1893473399961,1.3484663780601558,27.68159929982222,17.48786325496884,,0.0,,
222,00:27:28,77,1648,779.22,196.86659644222112,1.6802151079860113,28.32575389849963,16.17251725260214,,0.0,,
224,00:27:48,75,1668,800.0,226.0196925590729,2.2637486586876245,27.276236525965373,16.13262147049275,,0.0,,
226,00:28:08,74,1688,810.81,265.5773985970077,3.110180572364332,27.05457047660282,15.825790047016437,,0.0,,
228,00:28:28,72,1708,833.33,315.302808638643,4.26297754101371,27.311471331396884,15.837730910965838,,0.0,,
230,00:28:58,71,1738,845.07,371.8734097543444,5.596933523040835,28.11108902848388,15.85391080317729,,0.0,,
232,00:29:18,87,1758,689.66,434.97521349474846,6.970095567242151,28.427276062375903,16.15620674312291,,0.0,,
234,00:29:28,86,1768,697.67,480.623055405189,7.374984804605492,36.29174180814952,24.67537949173678,,0.0,,
236,00:29:38,80,1778,750.0,522.5375509191273,7.612622094456453,41.05580278208712,24.715403814509795,,0.0,,
238,00:29:53,77,1793,779.22,558.9398630158307,7.547844609050646,41.44237805652074,25.1179596288864,,0.0,,
240,00:30:03,75,1803,800.0,594.5658558147705,6.534711375144907,39.98828756125514,24.67396086764261,,0.0,,
242,00:30:13,71,1813,845.07,636.6715885950143,5.354325047233841,40.06213337773601,24.831125628935947,up trend,0.67,,SDNN
244,00:30:37,69,1837,869.57,712.5238171267363,4.326575931033674,41.99851040167001,25.53060424395052,,0.0,,
246,00:30:52,69,1852,869.57,820.9493320123911,3.637169574316671,43.66617991544673,25.438178241471963,,0.0,,
248,00:31:12,70,1872,857.14,978.0214016913692,3.3083848805565705,45.95901983644267,25.51603973334164,,0.0,,
250,00:31:22,70,1882,857.14,1192.6698821344555,3.1937920519936127,46.92959422629711,25.303870237171065,,0.0,,
252,00:31:47,75,1907,800.0,1427.887792848241,3.190069201796825,47.67573639554133,25.08643657437221,,0.0,,
254,00:32:02,77,1922,779.22,1646.3776993910392,3.274713660556009,48.162807784786445,26.791303683494476,,0.0,,
256,00:32:12,74,1932,810.81,1874.8071871730403,3.454573806478592,48.42870663445096,26.887889277440845,,0.0,,
258,00:32:22,73,1942,821.92,2066.8052154070065,3.716863668921072,48.15623730978922,26.84885556030199,,0.0,,
260,00:32:52,73,1972,821.92,2185.547542706226,4.027915472117105,47.59360054778417,26.57966366243492,,0.0,,
262,00:33:17,72,1997,833.33,2220.977008831552,4.389299492674503,46.94334748417936,26.51771290966066,,0.0,,
264,00:33:27,74,2007,810.81,2184.8726547155334,4.769742486898124,46.6238760000207,26.65945044368289,,0.0,,
266,00:33:47,74,2027,810.81,2067.133566519909,5.153341952563937,46.46515545073776,26.23080433228016,,0.0,,
268,00:34:07,77,2047,779.22,1892.694004346845,5.464632633928873,46.46515545073776,26.09877634163357,,0.0,,
270,00:34:17,79,2057,759.49,1673.9757656610336,5.61291162745554,46.561051962307886,26.32968496211228,,0.0,,
272,00:34:27,78,2067,769.23,1472.070023461983,5.548206917483685,46.73621900297325,26.29097893706865,,0.0,,
274,00:34:47,78,2087,769.23,1248.971810783186,5.242082210251322,47.09668132031975,26.243944802096923,,0.0,,
276,00:35:12,79,2112,759.49,1038.7879180040388,4.757792466452681,47.77764780987965,26.235393915044444,,0.0,,
278,00:35:32,80,2132,750.0,857.7369096194831,4.173369060794813,48.4533145455394,26.13656387952654,up trend,0.74,,SDNN
280,00:35:52,82,2152,731.71,692.015865391903,3.6111608231797856,49.194407017423416,26.15138764024204,,0.0,,
282,00:36:02,84,2162,714.29,580.4303062335799,3.2999079620498266,50.71358372995044,17.99502533298283,,0.0,,
284,00:36:22,83,2182,722.89,485.3865636563929,3.158181479106441,48.50670773770387,17.816833246645587,,0.0,,
