Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,nan,kind
146,00:19:15,67,1155,895.52,1602.0701238596764,5.72407039872656,78.37371418077491,25.205346331155017,up trend,0,,HF
242,00:32:46,62,1966,967.74,6708.1615202243465,10.719997240150082,98.47344584056296,32.96936305117223,up trend,0,,HF
302,00:43:07,60,2587,1000.0,224.2138444876068,8.638349671675188,26.572703652970112,20.420698832712024,up trend,0,,HF
338,00:49:07,64,2947,937.5,907.9658202078972,10.222504012477698,30.66698620367391,19.15874149077136,up trend,0,,HF
566,01:18:09,67,4689,895.52,563.7128415856316,1.2207913101752073,48.89729654268908,31.74125822127075,up trend,0,,HF
770,01:47:09,55,6429,1090.91,302.34462326474863,1.595037629549789,26.01763623908569,23.052587353125176,up trend,0,,HF
974,02:18:58,60,8338,1000.0,1090.5665191767775,5.335610120170006,74.13219640504884,34.39470767903881,up trend,0,,HF
1010,02:22:59,58,8579,1034.48,1354.3650642499133,12.37616324975851,48.58886292145559,29.52540797900227,up trend,0,,HF
1034,02:25:49,61,8749,983.61,1619.2177405036762,4.690542469893728,45.17550763185643,31.08452938918231,up trend,0,,HF
1082,02:31:25,58,9085,1034.48,726.4974718474613,1.4272976264120645,52.17569873934394,32.33364296436359,up trend,0,,HF
1166,02:41:42,53,9702,1132.08,1071.768246787128,3.542632219669087,38.05455081048456,32.30934596575256,up trend,0,,HF
1262,02:53:09,55,10389,1090.91,3198.2198902565774,2.9876221633991813,60.13674302990558,48.663675259847736,up trend,0,,HF
1334,03:01:10,57,10870,1052.63,330.68730352438297,0.3422478345748817,55.44919449774702,45.84545799059431,up trend,0,,HF
1526,03:30:09,53,12609,1132.08,509.0286682900701,13.950275889433348,22.024758777895627,17.557806682789415,up trend,0,,HF
1622,03:45:26,53,13526,1132.08,1547.701746483419,5.899315155075836,138.73889058830426,40.94449450917968,up trend,0,,HF
1670,03:51:12,57,13872,1052.63,4860.198993743403,13.268096980930908,71.89019994550075,40.387385937408006,up trend,0,,HF
1706,03:55:03,60,14103,1000.0,1961.02481794136,4.969837993128158,63.05695639204742,37.40734681741499,up trend,0,,HF
1742,03:58:38,58,14318,1034.48,2971.988198142662,42.85641052741303,87.31201696309198,36.54222288067904,up trend,0,,HF
1826,04:08:15,60,14895,1000.0,1336.7640218064166,1.827963399744128,71.6520753232064,38.31929055412468,up trend,0,,HF
1898,04:16:21,59,15381,1016.95,249.1733580851057,0.783441460652048,37.778794064654726,28.12768256594584,up trend,0,,HF
1982,04:26:32,53,15992,1132.08,941.5543036858344,4.126078678270215,33.1387507406821,28.58687268303263,up trend,0,,HF
2006,04:28:58,60,16138,1000.0,1139.5712888985838,2.996827984740275,67.2967994232433,39.62584152199837,up trend,0,,HF
2030,04:31:53,58,16313,1034.48,760.3478581625874,1.2054013923241724,54.89016536759232,38.55883659541399,up trend,0,,HF
2054,04:34:34,57,16474,1052.63,205.57414870248977,0.8255272511363071,28.214688240166637,24.95455056452735,up trend,0,,HF
2390,05:19:31,54,19171,1111.11,156.84676392866297,1.3371658687329362,22.15618898287554,19.786788470067147,up trend,0,,HF
2450,05:28:22,54,19702,1111.11,372.7939643480645,6.239098992627057,31.559803015344443,20.872157315917477,up trend,0,,HF
2630,05:49:25,61,20965,983.61,1171.481789159753,8.766426756920188,32.268933518295334,23.53079584419586,up trend,0,,HF
2786,06:07:28,55,22048,1090.91,1627.394319216548,4.149178235765969,76.65718788268737,39.24925081827572,up trend,0,,HF
2834,06:12:43,59,22363,1016.95,1672.8356460260943,2.7944401346874232,58.87557947199553,43.52164242286442,up trend,0,,HF
2918,06:23:25,53,23005,1132.08,778.6519270739386,2.8195801398849287,89.69556901234851,44.9888043215833,up trend,0,,HF
3086,06:42:38,61,24158,983.61,1005.7330340152054,6.477427108122842,38.16921099685518,26.70337821630937,up trend,0,,HF
3206,06:57:25,54,25045,1111.11,848.6497576111302,5.597257178346442,46.67042551241845,20.28582826929746,up trend,0,,HF
3230,07:00:30,52,25230,1153.85,603.3739638114383,8.354384679168263,43.37918084302933,21.710633950454163,up trend,0,,HF
3266,07:07:57,57,25677,1052.63,248.3729493978883,1.9567842941081104,67.52052577686038,27.625359209041463,up trend,0,,HF
3374,07:20:39,61,26439,983.61,4495.113034380507,8.86534327068954,82.94374432107585,34.87075000802893,up trend,0,,HF
3434,07:28:09,51,26889,1176.47,2703.092304443688,3.5300822523420696,116.6953469595082,51.63814890610408,up trend,0,,HF
3734,08:05:21,80,29121,750.0,854.6249162265593,4.022347514892284,34.76797661055122,18.75743036445961,up trend,0,,HF
3926,08:28:56,73,30536,821.92,560.1305542427086,5.820384558835552,28.60658487060598,18.46809819717255,up trend,0,,HF
4202,09:05:58,88,32758,681.82,145.55343933644014,1.1646253189091431,26.72055585774627,12.547940801874503,up trend,0,,HF
4358,09:27:19,70,34039,857.14,936.9570325065724,8.808814344243405,60.86747659045671,17.107389261571704,up trend,0,,HF
