Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,nan,kind
386,00:59:49,77,3589,779.22,137.90936135358083,5.076003059341954,37.761840806046855,8.810421936200196,up trend,0.62,,SDNN
1238,02:55:29,71,10529,845.07,221.3136007670765,2.108135415193061,21.395597182979643,17.697029728869463,up trend,1.26,,SDNN
1526,03:32:04,61,12724,983.61,410.1812782548647,1.541853086982066,124.20411024517632,28.214061735096497,up trend,0.51,,SDNN
2318,05:19:34,60,19174,1000.0,102.51643175162296,0.8471895197703959,20.767365970361748,16.956736967100383,up trend,0.62,,SDNN
2738,06:21:54,60,22914,1000.0,1690.522465807037,4.701833445796125,53.773489423085564,31.87769071476356,up trend,0.68,,SDNN
3206,07:25:54,59,26754,1016.95,112.96666655330314,1.2164783550485694,19.398211548112016,15.987207385907023,up trend,0.72,,SDNN
3266,07:33:09,59,27189,1016.95,819.9855856379348,5.467817303419295,56.90579126548562,27.149791482643472,up trend,0.61,,SDNN
3326,07:40:59,70,27659,857.14,477.3402534046673,2.646729787970973,45.235880965157286,21.65311001841049,up trend,1.02,,SDNN
3422,07:51:49,58,28309,1034.48,143.37209715840004,0.5687852054820484,28.186817289981075,26.98639093910795,up trend,0.58,,SDNN
3734,08:33:09,57,30789,1052.63,225.39426085702988,2.0398712919177693,21.160907723287,19.25112771676882,up trend,0.95,,SDNN
4046,09:12:30,59,33150,1016.95,867.8678725970539,1.6019554519489363,71.42466257904626,35.8538083822375,up trend,0.77,,SDNN
4382,09:52:40,56,35560,1071.43,1470.396689988028,4.596613331086689,42.31067111020474,31.40185357846353,up trend,0.68,,SDNN
4502,10:07:25,52,36445,1153.85,1000.6413274810986,7.705885563420954,36.88262369978018,25.16728010244849,up trend,0.76,,SDNN
4634,10:24:45,56,37485,1071.43,421.52375510040696,3.928615748182271,29.856387091596712,19.70287454424154,up trend,0.57,,SDNN
4730,10:38:05,57,38285,1052.63,577.588623282695,4.190959857292273,28.58118085277044,22.726993929273213,up trend,0.62,,SDNN
6398,14:03:40,56,50620,1071.43,2833.99615364385,3.894902210955993,89.52317712646445,51.76023339615549,up trend,0.95,,SDNN
6422,14:07:30,57,50850,1052.63,741.2344198659572,4.697622466858496,30.24309482395301,22.90864398841093,up trend,0.84,,SDNN
6470,14:14:00,55,51240,1090.91,1020.001766474443,7.52850205424747,39.822681497777936,22.75097100417149,up trend,0.77,,SDNN
6770,14:50:40,57,53440,1052.63,2883.380343519585,23.11323169966704,119.35563987016418,56.06446677436499,up trend,0.73,,SDNN
6806,14:54:50,53,53690,1132.08,4670.130173357565,8.370999393213461,95.89854181628516,42.35354304144182,up trend,0.84,,SDNN
