Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,nan,kind
890,02:05:27,87,7527,689.66,281.4778028327453,5.653088633731538,28.296647547159427,11.471931140031865,up trend,0,,HF
914,02:09:42,87,7782,689.66,44.39556573766557,1.9541845042752308,9.954529767797125,7.027275141786274,up trend,0,,HF
1034,02:31:12,81,9072,740.74,1084.2300572984238,14.846955389042185,53.37515588086018,11.0855281648588,up trend,0,,HF
1250,02:56:49,68,10609,882.35,121.34316570573291,1.1553587142481996,23.30624224344637,16.46587200291337,up trend,0,,HF
1274,02:59:54,67,10794,895.52,488.7918465150945,4.391474513639078,22.675215174822256,16.349885227082638,up trend,0,,HF
1538,03:33:49,67,12829,895.52,624.7640491023169,4.072656631238968,27.914184006248394,21.51047632751851,up trend,0,,HF
1598,03:42:14,66,13334,909.09,85.33444911341182,0.6823221207962842,30.35547294970052,17.056558137860176,up trend,0,,HF
1982,04:38:09,51,16689,1176.47,399.8527265254255,6.5949286853179245,28.543251746164056,16.87937033355043,up trend,0,,HF
2114,04:54:39,80,17679,750.0,4008.663738723249,11.999139438202375,128.22872712939363,40.461383050599565,up trend,0,,HF
2330,05:21:39,61,19299,983.61,163.20490584635192,2.084750323634445,18.568243370807892,16.142549617804047,up trend,0,,HF
2474,05:44:34,58,20674,1034.48,175.91481130621352,1.9651815552042255,17.728689214527588,19.220057762872724,up trend,0,,HF
2522,05:52:09,77,21129,779.22,78.47427162467986,0.8649182539904444,57.712712619650524,41.84815439814059,up trend,0,,HF
2606,06:04:44,58,21884,1034.48,392.4753345581505,1.858835056340198,25.791808093553563,20.61666459890333,up trend,0,,HF
2750,06:23:19,62,22999,967.74,974.2275626128812,2.6755889105455526,52.25566771681913,34.08274247612533,up trend,0,,HF
2954,06:48:09,67,24489,895.52,600.1955436905413,5.019345835299109,45.96770931239201,24.48351986332764,up trend,0,,HF
2978,06:51:34,65,24694,923.08,1074.064060401533,14.71806450010397,32.26700369651667,20.14185585150626,up trend,0,,HF
3014,06:57:09,62,25029,967.74,216.35869339684865,2.339653211790172,30.151741239190507,16.306666534561487,up trend,0,,HF
3098,07:11:49,62,25909,967.74,275.7353354564447,5.959674815697198,17.169167035528474,14.646355052590067,up trend,0,,HF
3206,07:25:54,59,26754,1016.95,112.96666655330314,1.2164783550485694,19.398211548112016,15.987207385907023,up trend,0,,HF
